Item ID,Title,Entity,Studio,Total,PPM,Rental,Download,Stream for Life,Scenes,Unlimited
4775011,Yuzu Big Black Cock Boss VS Japanese Secretary Fluent in English,"All Media Group, LLC",JapornXXX,$4.34,$0.11,$0.00,$3.30,$0.00,$0.00,$0.94
4775477,Yuzu Maid-Interracial Threesome,"All Media Group, LLC",JapornXXX,$7.68,$0.49,$0.00,$7.19,$0.00,$0.00,$0.00
4822388,"Yuzu Nurse Heals Patients with Love, Fuck and Creampie","All Media Group, LLC",JapornXXX,$0.14,$0.14,$0.00,$0.00,$0.00,$0.00,$0.00
4775017,Yuzu Nurse-Interracial Creampie!,"All Media Group, LLC",JapornXXX,$0.38,$0.38,$0.00,$0.00,$0.00,$0.00,$0.00
4769693,Ahegao Double Peace,"All Media Group, LLC",Obokozu,$1.80,$0.00,$0.00,$1.80,$0.00,$0.00,$0.00
4770000,Amateur WMAF Couple having passionate sex,"All Media Group, LLC",Obokozu,$5.07,$0.04,$0.00,$3.59,$1.44,$0.00,$0.00
4769636,Busty Japanese Exchange Student Gets Fucked Hard by European Classmate,"All Media Group, LLC",Obokozu,$1.50,$0.00,$0.00,$1.50,$0.00,$0.00,$0.00
4835564,Deepthroat,"All Media Group, LLC",Obokozu,$4.60,$0.11,$0.00,$4.50,$0.00,$0.00,$0.00
4835570,Deepthroat From Below,"All Media Group, LLC",Obokozu,$1.50,$0.00,$0.00,$1.50,$0.00,$0.00,$0.00
4835594,Do You Like My See Through Outfit?,"All Media Group, LLC",Obokozu,$3.07,$0.07,$0.00,$3.00,$0.00,$0.00,$0.00
4835591,Easter Bunny Finds a Beautiful Carrot,"All Media Group, LLC",Obokozu,$0.14,$0.14,$0.00,$0.00,$0.00,$0.00,$0.00
4770003,FUCK ME IN THE ASS! Gorgeous Japanese Wife wants Anal Sex,"All Media Group, LLC",Obokozu,$22.11,$0.49,$0.00,$17.90,$3.72,$0.00,$0.00
4770043,Halloween Special,"All Media Group, LLC",Obokozu,$3.30,$0.00,$0.00,$3.30,$0.00,$0.00,$0.00
4846995,Happy Ending,"All Media Group, LLC",Obokozu,$0.04,$0.04,$0.00,$0.00,$0.00,$0.00,$0.00
4769705,Horny Japanese gf won't let me play video games unless I creampie her pussy everyday,"All Media Group, LLC",Obokozu,$0.04,$0.04,$0.00,$0.00,$0.00,$0.00,$0.00
4769633,Horny Japanese Schoolgirl Enjoys White Boyfriend's Cock,"All Media Group, LLC",Obokozu,$1.90,$0.11,$0.00,$1.80,$0.00,$0.00,$0.00
4777454,Hubby Gets Dominated by Mistress Japanese Wife,"All Media Group, LLC",Obokozu,$1.87,$0.07,$0.00,$1.80,$0.00,$0.00,$0.00
4769736,Inaugurating Our New GoPro Camera With Some Hard POV Doggystyle Fucking!,"All Media Group, LLC",Obokozu,$1.65,$0.00,$0.00,$1.65,$0.00,$0.00,$0.00
4769723,Intense Doggystyle Japanese Dirty Talk,"All Media Group, LLC",Obokozu,$3.44,$0.00,$0.00,$3.44,$0.00,$0.00,$0.00
4770024,Japanese Girlfriend Enjoys Hard Fuck With Vibrating Cock Ring,"All Media Group, LLC",Obokozu,$0.04,$0.04,$0.00,$0.00,$0.00,$0.00,$0.00
4770037,Japanese Maid Can't Keep Her Booty To Herself! Houseowner Disciplines Her With Cock!,"All Media Group, LLC",Obokozu,$1.80,$0.00,$0.00,$1.80,$0.00,$0.00,$0.00
4769985,Keto Diet Low Calorie Snack,"All Media Group, LLC",Obokozu,$0.07,$0.07,$0.00,$0.00,$0.00,$0.00,$0.00
4846986,Let Me suck That Candy Cock,"All Media Group, LLC",Obokozu,$1.57,$0.07,$0.00,$1.50,$0.00,$0.00,$0.00
4770021,Loving Japanese Wife Equals Perfect Valentines Day Sex! Hot Romance and Creampie,"All Media Group, LLC",Obokozu,$8.54,$0.28,$0.00,$5.39,$2.87,$0.00,$0.00
4847022,Me or the Stew,"All Media Group, LLC",Obokozu,$15.66,$0.14,$0.00,$11.68,$3.83,$0.00,$0.00
4770009,Missed you!,"All Media Group, LLC",Obokozu,$1.80,$0.00,$0.00,$1.80,$0.00,$0.00,$0.00
4847013,My Japanese Stepsister Wants To Suck Me,"All Media Group, LLC",Obokozu,$1.50,$0.00,$0.00,$1.50,$0.00,$0.00,$0.00
4769991,Nerdy Waifu Wants Dick!,"All Media Group, LLC",Obokozu,$1.64,$0.14,$0.00,$1.50,$0.00,$0.00,$0.00
4846992,Outdoor Titty Job,"All Media Group, LLC",Obokozu,$0.11,$0.11,$0.00,$0.00,$0.00,$0.00,$0.00
4846989,Passionate Sex,"All Media Group, LLC",Obokozu,$1.90,$0.10,$0.00,$1.80,$0.00,$0.00,$0.00
4769726,Perfect Japanese Wife never says no to her pervy husband! Getting fucked with her cute feet in the air!,"All Media Group, LLC",Obokozu,$1.32,$0.00,$0.00,$0.00,$1.32,$0.00,$0.00
4847010,Pizza Delivery! But Wait... I don't have any Cash,"All Media Group, LLC",Obokozu,$0.21,$0.21,$0.00,$0.00,$0.00,$0.00,$0.00
4846998,Quick Fuck with Sexy Japanese Gal,"All Media Group, LLC",Obokozu,$1.54,$0.04,$0.00,$1.50,$0.00,$0.00,$0.00
4777460,Real Amateur Anal Sex,"All Media Group, LLC",Obokozu,$10.59,$0.11,$0.00,$10.49,$0.00,$0.00,$0.00
4770012,Redhead GMO Japanese Babe Fuck!!!,"All Media Group, LLC",Obokozu,$1.50,$0.00,$0.00,$1.50,$0.00,$0.00,$0.00
4769708,Relaxing With Some Oily Massage Session! Let's Enjoy Some Sex Babe!,"All Media Group, LLC",Obokozu,$1.65,$0.00,$0.00,$1.65,$0.00,$0.00,$0.00
4769745,Riding Creampie,"All Media Group, LLC",Obokozu,$2.28,$0.00,$0.78,$1.50,$0.00,$0.00,$0.00
4847019,Sexy Swimwear Sex,"All Media Group, LLC",Obokozu,$9.40,$0.11,$0.00,$9.29,$0.00,$0.00,$0.00
4770006,Squirt Attack!,"All Media Group, LLC",Obokozu,$1.44,$0.00,$0.00,$0.00,$1.44,$0.00,$0.00
4777435,Sunny Afternoon Sex,"All Media Group, LLC",Obokozu,$2.25,$0.00,$0.00,$2.25,$0.00,$0.00,$0.00
4777432,Trying Our New POV Helmet,"All Media Group, LLC",Obokozu,$1.47,$0.04,$0.00,$0.00,$1.44,$0.00,$0.00
4847016,Wanna Workout Together,"All Media Group, LLC",Obokozu,$4.58,$0.00,$0.00,$3.15,$1.44,$0.00,$0.00
4770015,Yoga Wife gets Surprise Sex - Pervy Husband fucks Japanese Hotwife,"All Media Group, LLC",Obokozu,$3.44,$0.00,$0.00,$3.44,$0.00,$0.00,$0.00
4769997,Young Japanese AV Model Fucking With Cute European Boyfriend In Uncensored Homemade Tape,"All Media Group, LLC",Obokozu,$3.90,$0.00,$0.00,$3.90,$0.00,$0.00,$0.00
4770018,Your beautiful Japanese wife needs some passionate sex!,"All Media Group, LLC",Obokozu,$1.80,$0.00,$0.00,$1.80,$0.00,$0.00,$0.00
4800680,2 Cocks vs 1 Granny,"All Media Group, LLC",PornMegaLoad,$24.80,$2.61,$0.00,$0.00,$3.30,$14.29,$4.60
4787628,40 Year Olds With 40 Inches Of Ass,"All Media Group, LLC",PornMegaLoad,$9.94,$0.17,$0.00,$0.00,$2.79,$5.57,$1.41
4876339,40 Black Gyatt Girls","All Media Group, LLC",PornMegaLoad,$120.07,$16.85,$0.00,$41.97,$24.93,$28.56,$7.77
4800722,50 YO Anal Loving GILFS,"All Media Group, LLC",PornMegaLoad,$22.85,$0.94,$0.00,$0.00,$4.94,$7.49,$9.48
4847283,50 YO First Timers!,"All Media Group, LLC",PornMegaLoad,$12.49,$2.68,$0.00,$0.00,$3.26,$3.00,$3.54
4777469,55+ Busty Anal GILFs,"All Media Group, LLC",PornMegaLoad,$31.86,$4.18,$0.00,$9.30,$3.30,$8.86,$6.23
4777475,60+ Anal Fucking,"All Media Group, LLC",PornMegaLoad,$15.06,$1.95,$0.00,$3.00,$3.00,$3.22,$3.90
4876354,"60, Sexy and Still Fucking","All Media Group, LLC",PornMegaLoad,$171.65,$34.75,$4.04,$41.43,$31.51,$47.87,$12.06
4777466,60YO Anal Silver Foxes,"All Media Group, LLC",PornMegaLoad,$28.43,$4.18,$0.00,$3.90,$1.65,$13.82,$4.88
4872637,Ageless 60 To 76 YO GILFs,"All Media Group, LLC",PornMegaLoad,$99.58,$18.91,$0.00,$14.09,$18.44,$11.30,$36.85
4894253,Ass Fucked At 40!,"All Media Group, LLC",PornMegaLoad,$39.79,$4.46,$0.90,$8.97,$4.20,$20.60,$0.67
4788738,Ass Fucked at 50!,"All Media Group, LLC",PornMegaLoad,$16.25,$1.85,$0.00,$3.30,$1.62,$6.06,$3.43
4847499,Ass Fucked At 60!,"All Media Group, LLC",PornMegaLoad,$41.61,$3.62,$1.01,$9.29,$4.61,$12.94,$10.13
4788966,Ass Fucked Big Tit Moms,"All Media Group, LLC",PornMegaLoad,$16.86,$0.35,$0.00,$3.60,$3.30,$6.89,$2.72
4816986,Ass Fucking 50 Year Olds,"All Media Group, LLC",PornMegaLoad,$8.13,$1.64,$0.00,$0.00,$1.80,$2.60,$2.10
4777478,Big Cock for Granny,"All Media Group, LLC",PornMegaLoad,$10.21,$3.66,$0.00,$0.00,$0.00,$4.19,$2.36
4777447,Big G-Cup Natural Tits,"All Media Group, LLC",PornMegaLoad,$37.11,$0.45,$0.00,$9.59,$4.79,$13.08,$9.19
4847512,Big Tit 40+ MILFs,"All Media Group, LLC",PornMegaLoad,$36.36,$1.32,$0.00,$6.00,$4.50,$17.65,$6.89
4779007,Big Tit 50YO Booty,"All Media Group, LLC",PornMegaLoad,$19.16,$1.88,$0.00,$0.00,$0.00,$15.24,$2.04
4873077,Big Tit Boomers,"All Media Group, LLC",PornMegaLoad,$187.69,$25.41,$2.87,$51.09,$24.30,$65.14,$18.87
4778971,Big Tit MILF Squirters,"All Media Group, LLC",PornMegaLoad,$1.52,$0.14,$0.00,$0.00,$0.00,$1.03,$0.36
4787673,Big Tit Tattooed MILFs,"All Media Group, LLC",PornMegaLoad,$5.47,$0.14,$0.00,$2.70,$0.00,$1.64,$0.99
4818153,Big Tit Thick MILFs,"All Media Group, LLC",PornMegaLoad,$19.09,$0.73,$0.00,$0.00,$5.09,$9.74,$3.53
4778965,Big Titty Grannies,"All Media Group, LLC",PornMegaLoad,$32.46,$1.08,$0.00,$12.00,$3.15,$10.99,$5.25
4787676,Black Cock Addicted MILFs,"All Media Group, LLC",PornMegaLoad,$14.93,$0.66,$0.00,$3.30,$4.57,$3.25,$3.15
4847319,Bushes of MILF,"All Media Group, LLC",PornMegaLoad,$11.98,$1.22,$1.80,$0.00,$0.00,$3.22,$5.74
4788383,Bushy Teen Facials,"All Media Group, LLC",PornMegaLoad,$9.83,$0.35,$0.00,$0.00,$3.28,$4.06,$2.15
4831423,"Bushy, Big-Titted MILfs","All Media Group, LLC",PornMegaLoad,$14.28,$1.32,$0.00,$0.00,$2.70,$7.33,$2.93
4779010,Busty Prime MILF Pussy,"All Media Group, LLC",PornMegaLoad,$21.81,$1.32,$0.00,$9.36,$3.90,$4.86,$2.37
4778974,Cock-Crazy Grannies,"All Media Group, LLC",PornMegaLoad,$19.64,$2.30,$0.00,$0.00,$1.35,$11.15,$4.84
4817911,Come Help Your Mother,"All Media Group, LLC",PornMegaLoad,$8.72,$0.14,$0.00,$0.00,$1.80,$4.21,$2.58
4876495,Cover My Face In Cum,"All Media Group, LLC",PornMegaLoad,$50.76,$10.41,$0.00,$13.47,$9.15,$17.56,$0.17
4779040,Cum Inside 50YO Trophy Wives,"All Media Group, LLC",PornMegaLoad,$27.99,$2.44,$0.00,$0.00,$1.80,$14.74,$9.02
4872647,Cum On Grandmas Face,"All Media Group, LLC",PornMegaLoad,$95.78,$14.14,$2.24,$12.89,$6.29,$26.90,$33.31
4847290,Cum On Mommy's Face!,"All Media Group, LLC",PornMegaLoad,$14.71,$0.90,$0.00,$2.70,$3.26,$6.29,$1.55
4847364,Cum On My Cute Teen Face,"All Media Group, LLC",PornMegaLoad,$19.28,$0.77,$0.00,$3.00,$5.39,$7.30,$2.83
4788871,Cum on My Teen Face,"All Media Group, LLC",PornMegaLoad,$21.26,$0.49,$0.00,$0.00,$1.65,$12.80,$6.33
4876381,DD MILF POV,"All Media Group, LLC",PornMegaLoad,$30.86,$2.83,$0.00,$6.24,$11.38,$9.81,$0.61
4778057,DD MILFs DP'ed,"All Media Group, LLC",PornMegaLoad,$8.48,$0.31,$1.35,$0.00,$0.00,$3.59,$3.23
4876342,Deep In My Ass Please!,"All Media Group, LLC",PornMegaLoad,$117.67,$5.89,$0.00,$32.95,$16.29,$40.63,$21.92
4872443,Dirty Talking GILFs,"All Media Group, LLC",PornMegaLoad,$124.66,$5.26,$0.00,$31.18,$10.34,$25.13,$52.75
4876510,Divorced and Dying For Big Dick,"All Media Group, LLC",PornMegaLoad,$88.70,$14.10,$4.13,$15.60,$18.35,$34.95,$1.57
4831774,Do You Wanna Fuck My Ass,"All Media Group, LLC",PornMegaLoad,$12.94,$1.26,$0.00,$3.30,$1.57,$4.64,$2.17
4847304,Don't Tell My Daughter,"All Media Group, LLC",PornMegaLoad,$67.55,$12.95,$0.00,$17.69,$3.74,$15.31,$17.87
4831771,DP Granny!,"All Media Group, LLC",PornMegaLoad,$20.62,$0.31,$0.99,$5.99,$7.94,$1.57,$3.81
4778968,DP'ed at 60!,"All Media Group, LLC",PornMegaLoad,$19.17,$2.23,$0.99,$3.00,$0.00,$8.96,$3.99
4778051,DP'ed Big Titty MILFs,"All Media Group, LLC",PornMegaLoad,$8.81,$0.66,$0.00,$3.00,$0.00,$1.64,$3.50
4801251,Fit & Fucked at 50!,"All Media Group, LLC",PornMegaLoad,$21.31,$1.05,$0.00,$0.00,$0.00,$16.52,$3.74
4779013,Fucking My Son's Friend,"All Media Group, LLC",PornMegaLoad,$17.57,$1.53,$0.00,$3.00,$1.50,$8.04,$3.50
4817917,Fucking My Son's Friend 2,"All Media Group, LLC",PornMegaLoad,$10.49,$0.80,$0.00,$0.00,$2.25,$5.08,$2.36
4801260,FUPA BBW Fucking,"All Media Group, LLC",PornMegaLoad,$33.85,$0.84,$3.79,$5.99,$6.29,$13.39,$3.55
4778962,Getting Sexier with Age,"All Media Group, LLC",PornMegaLoad,$13.60,$0.42,$0.00,$6.00,$0.00,$4.87,$2.31
4872634,Gigantic GILF Titties,"All Media Group, LLC",PornMegaLoad,$71.32,$1.29,$1.62,$15.89,$13.26,$27.92,$11.35
4817020,GILF Monster Tits!,"All Media Group, LLC",PornMegaLoad,$18.06,$1.39,$0.00,$0.00,$1.80,$11.65,$3.22
4831333,GILFs Love Black Cock,"All Media Group, LLC",PornMegaLoad,$15.07,$1.08,$0.00,$6.60,$0.00,$5.60,$1.79
4801215,GILFs Love Cocoa Cock,"All Media Group, LLC",PornMegaLoad,$9.25,$1.19,$0.00,$0.00,$0.00,$6.02,$2.05
4876466,Granny Goes Black,"All Media Group, LLC",PornMegaLoad,$94.97,$19.33,$0.94,$17.64,$18.54,$29.52,$9.00
4779034,Hiring the Help,"All Media Group, LLC",PornMegaLoad,$4.29,$0.31,$0.00,$0.00,$0.00,$2.69,$1.28
4779049,His Wife Has Bigger Tits than Mine!,"All Media Group, LLC",PornMegaLoad,$14.29,$1.01,$0.00,$0.00,$1.65,$8.09,$3.54
4779067,Holy Fucking Tits!,"All Media Group, LLC",PornMegaLoad,$8.20,$0.90,$1.80,$0.00,$0.00,$4.04,$1.45
4818141,Holy Fucking Tits! 2,"All Media Group, LLC",PornMegaLoad,$20.42,$0.59,$0.00,$9.29,$4.93,$3.97,$1.63
4779517,Huge Size H Titties,"All Media Group, LLC",PornMegaLoad,$12.74,$0.24,$0.00,$3.00,$3.15,$5.08,$1.28
4831740,I Fuck My Son's Friends,"All Media Group, LLC",PornMegaLoad,$20.35,$2.02,$0.00,$6.00,$0.00,$9.43,$2.90
4847502,I'm Just 19!,"All Media Group, LLC",PornMegaLoad,$17.32,$0.28,$0.00,$3.00,$3.00,$9.86,$1.19
4779043,Livin' the Fuckin' Life- The Golden Years,"All Media Group, LLC",PornMegaLoad,$22.65,$3.97,$0.00,$0.00,$2.10,$7.93,$8.66
4847509,Mamasan MILFs & GILFs,"All Media Group, LLC",PornMegaLoad,$25.57,$0.80,$0.00,$5.99,$2.98,$13.91,$1.88
4779487,Matures Want Anal,"All Media Group, LLC",PornMegaLoad,$17.53,$0.97,$0.00,$3.00,$0.00,$12.50,$1.06
4847391,Mega Titty MILFs,"All Media Group, LLC",PornMegaLoad,$38.36,$0.59,$0.00,$8.70,$9.59,$16.34,$3.14
4788389,MILF Facials,"All Media Group, LLC",PornMegaLoad,$13.55,$0.21,$0.00,$0.00,$3.45,$7.20,$2.70
4818178,MILF Facials 2,"All Media Group, LLC",PornMegaLoad,$15.13,$0.84,$0.00,$2.70,$3.00,$7.01,$1.59
4847394,MILF Imports,"All Media Group, LLC",PornMegaLoad,$33.79,$1.78,$0.00,$14.96,$1.50,$14.67,$0.88
4800677,MILF Tan Lines,"All Media Group, LLC",PornMegaLoad,$7.13,$0.63,$0.00,$3.00,$0.00,$1.64,$1.85
4818181,MILF Tits SUPERSIZED!,"All Media Group, LLC",PornMegaLoad,$13.28,$0.35,$0.00,$3.00,$4.79,$3.07,$2.06
4817887,MILFs Cuckoo For Cocoa Cock,"All Media Group, LLC",PornMegaLoad,$5.35,$1.78,$0.00,$0.00,$0.00,$2.25,$1.33
4816976,MILFs Get Piledrived!,"All Media Group, LLC",PornMegaLoad,$4.23,$0.49,$0.00,$0.00,$1.65,$0.82,$1.27
4873052,MILFs of Prague,"All Media Group, LLC",PornMegaLoad,$27.59,$1.39,$0.00,$6.30,$5.24,$8.10,$6.56
4817914,MILFs Say 'Fuck My Ass',"All Media Group, LLC",PornMegaLoad,$7.19,$0.42,$0.00,$3.00,$0.00,$2.39,$1.38
4801218,MILFs with Ass!,"All Media Group, LLC",PornMegaLoad,$22.02,$1.39,$0.99,$0.00,$3.90,$10.00,$5.74
4788386,MILFS-Big Tits & Tattoos,"All Media Group, LLC",PornMegaLoad,$10.74,$0.14,$0.00,$2.70,$3.15,$3.90,$0.86
4832016,My 1st Scene I'm 18!,"All Media Group, LLC",PornMegaLoad,$25.13,$1.11,$0.00,$0.00,$10.11,$12.22,$1.68
4817899,My Debut On Dick,"All Media Group, LLC",PornMegaLoad,$7.90,$1.05,$0.00,$0.00,$1.80,$4.49,$0.57
4801227,My Grandma Does Anal,"All Media Group, LLC",PornMegaLoad,$11.87,$2.05,$0.00,$0.00,$0.00,$6.91,$2.91
4872644,My Other Mother,"All Media Group, LLC",PornMegaLoad,$223.86,$24.65,$1.80,$44.20,$16.26,$51.41,$85.54
4873074,Natty MILF Mega Tits,"All Media Group, LLC",PornMegaLoad,$269.78,$19.43,$1.44,$74.84,$35.68,$97.60,$40.78
4801197,Over 50 Anal Fucking,"All Media Group, LLC",PornMegaLoad,$26.45,$2.06,$0.00,$3.30,$1.95,$14.30,$4.86
4801270,Over The Hill Anal MILFs,"All Media Group, LLC",PornMegaLoad,$20.36,$1.74,$0.00,$9.89,$0.00,$6.85,$1.88
4801254,Porn Debut At 50!,"All Media Group, LLC",PornMegaLoad,$6.59,$0.80,$0.00,$0.00,$0.00,$4.86,$0.93
4831417,Pussy Pierced MILFs & GILFs,"All Media Group, LLC",PornMegaLoad,$20.89,$1.64,$0.90,$6.30,$5.24,$5.54,$1.27
4847367,Pussy Pierced MILFs & GILFs 2,"All Media Group, LLC",PornMegaLoad,$13.10,$0.59,$0.00,$0.00,$1.50,$10.24,$0.77
4788868,Put It In My Ass-MILF Anal,"All Media Group, LLC",PornMegaLoad,$38.01,$4.25,$1.01,$6.30,$8.39,$13.05,$5.01
4831366,Tanned Moms With Huge Tits,"All Media Group, LLC",PornMegaLoad,$20.04,$1.15,$0.00,$3.00,$0.00,$12.42,$3.46
4779037,Teachers Turn 2 Porn,"All Media Group, LLC",PornMegaLoad,$20.13,$1.36,$1.08,$0.00,$0.00,$10.48,$7.22
2887108,Do Not Disturb 3,"All Media Group, LLC",Rebecca Lord Productions,$1.26,$0.00,$0.00,$0.00,$0.00,$1.07,$0.19
2614690,Flash,"All Media Group, LLC",Rebecca Lord Productions,$1.50,$0.11,$0.00,$0.00,$0.00,$1.20,$0.20
2717800,Gangbang MILF Fantasies,"All Media Group, LLC",Rebecca Lord Productions,$0.61,$0.07,$0.00,$0.00,$0.00,$0.00,$0.54
2680773,Hitch,"All Media Group, LLC",Rebecca Lord Productions,$0.05,$0.04,$0.00,$0.00,$0.00,$0.00,$0.01
2653071,Maid Rules,"All Media Group, LLC",Rebecca Lord Productions,$3.73,$0.24,$0.00,$0.00,$0.00,$2.69,$0.79
2737053,Misha Cross is the Trick Advisor,"All Media Group, LLC",Rebecca Lord Productions,$3.04,$0.17,$0.00,$0.00,$0.00,$2.69,$0.17
2653150,Naughty Sitters,"All Media Group, LLC",Rebecca Lord Productions,$0.14,$0.07,$0.00,$0.00,$0.00,$0.00,$0.07
2555871,Pandora's Box 2,"All Media Group, LLC",Rebecca Lord Productions,$0.31,$0.07,$0.00,$0.00,$0.00,$0.00,$0.24
2665094,Pink Is The New Black,"All Media Group, LLC",Rebecca Lord Productions,$1.50,$0.04,$0.00,$0.00,$0.00,$0.66,$0.81
2687206,Pure Sex: Riding The Threeways,"All Media Group, LLC",Rebecca Lord Productions,$1.80,$0.11,$0.00,$0.00,$0.00,$1.26,$0.44
2883207,Sinfully Yours,"All Media Group, LLC",Rebecca Lord Productions,$0.13,$0.04,$0.00,$0.00,$0.00,$0.00,$0.09
2665529,Vanished,"All Media Group, LLC",Rebecca Lord Productions,$1.39,$0.00,$0.00,$0.00,$0.00,$1.37,$0.01
4686374,2 Girls Tag Team Black Dick,"All Media Group, LLC",Rome Major,$5.03,$0.18,$0.00,$3.60,$0.00,$0.75,$0.51
4685303,2 Or More Big Black Cocks,"All Media Group, LLC",Rome Major,$2.68,$0.10,$0.00,$0.00,$0.00,$2.45,$0.13
4684670,Foursome Interracial Fucking,"All Media Group, LLC",Rome Major,$2.89,$0.00,$0.00,$0.00,$0.00,$2.54,$0.35
4684875,Latinas Like It Black,"All Media Group, LLC",Rome Major,$2.67,$0.04,$0.00,$0.00,$0.00,$2.47,$0.16
4685272,Rim My Black Ass,"All Media Group, LLC",Rome Major,$6.29,$0.52,$0.00,$0.00,$0.00,$4.98,$0.80
4765064,2 Queens,"All Media Group, LLC",Rome Major Clips,$0.17,$0.07,$0.00,$0.00,$0.00,$0.00,$0.10
4805492,Ada's 5 Star Fuck in Miami,"All Media Group, LLC",Rome Major Clips,$1.44,$0.04,$0.00,$0.00,$0.00,$0.00,$1.41
4767100,After School Snack,"All Media Group, LLC",Rome Major Clips,$2.80,$0.38,$0.45,$0.00,$1.05,$0.00,$0.91
4765061,All Love with Chanell,"All Media Group, LLC",Rome Major Clips,$0.07,$0.00,$0.00,$0.00,$0.00,$0.00,$0.07
4822100,Ass Clap Too Loud,"All Media Group, LLC",Rome Major Clips,$3.56,$0.00,$0.00,$3.44,$0.00,$0.00,$0.12
4822088,Bath Time with Gemini Love,"All Media Group, LLC",Rome Major Clips,$0.01,$0.00,$0.00,$0.00,$0.00,$0.00,$0.01
4822091,Beach House Orgy,"All Media Group, LLC",Rome Major Clips,$0.36,$0.04,$0.30,$0.00,$0.00,$0.00,$0.03
4822118,Big Booty Cherise Rozy Returns,"All Media Group, LLC",Rome Major Clips,$0.12,$0.04,$0.00,$0.00,$0.00,$0.00,$0.09
4822250,Billie Gene & Diamond Ortega's Big Black Cock Orgy,"All Media Group, LLC",Rome Major Clips,$0.98,$0.07,$0.00,$0.82,$0.00,$0.00,$0.09
4822109,Bounce That Booty on My Cock,"All Media Group, LLC",Rome Major Clips,$1.17,$0.00,$0.00,$0.00,$1.15,$0.00,$0.02
4822247,Breaking into the Business,"All Media Group, LLC",Rome Major Clips,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
4798819,"Bro Code, The","All Media Group, LLC",Rome Major Clips,$0.12,$0.07,$0.00,$0.00,$0.00,$0.00,$0.05
4822121,Cassie Aced the BBC Assignment,"All Media Group, LLC",Rome Major Clips,$0.20,$0.10,$0.00,$0.00,$0.00,$0.00,$0.10
4805479,Creeping on Nikki,"All Media Group, LLC",Rome Major Clips,$2.26,$0.00,$0.00,$2.25,$0.00,$0.00,$0.01
4822112,Damn!! That's a Fat Ass,"All Media Group, LLC",Rome Major Clips,$2.16,$0.07,$0.00,$2.02,$0.00,$0.00,$0.07
3074758,Date Night Vol. 1: Interracial Edition,"All Media Group, LLC",Rome Major Clips,$3.22,$0.14,$0.50,$1.50,$0.00,$0.00,$1.08
3074881,Date Night Vol. 2: Interracial Edition,"All Media Group, LLC",Rome Major Clips,$0.04,$0.00,$0.00,$0.00,$0.00,$0.00,$0.04
3095915,Date Night Vol. 3: Interracial Edition,"All Media Group, LLC",Rome Major Clips,$0.12,$0.00,$0.00,$0.00,$0.00,$0.00,$0.12
4785267,Dick N Attention,"All Media Group, LLC",Rome Major Clips,$6.22,$0.00,$0.00,$4.79,$1.15,$0.00,$0.27
4808747,Double Teaming Gorgeous Aphro,"All Media Group, LLC",Rome Major Clips,$1.66,$0.00,$0.00,$1.50,$0.00,$0.00,$0.16
4785278,Fuckin Thee Boss,"All Media Group, LLC",Rome Major Clips,$0.38,$0.04,$0.00,$0.00,$0.00,$0.00,$0.34
4822097,Imani Rose and Angel Starr Birthday Sexxx,"All Media Group, LLC",Rome Major Clips,$0.30,$0.21,$0.00,$0.00,$0.00,$0.00,$0.10
4785285,Incredibly Flavorful Fuck,"All Media Group, LLC",Rome Major Clips,$1.28,$0.00,$0.00,$0.00,$1.15,$0.00,$0.12
4805489,Lilith The Goddess Makes My Day,"All Media Group, LLC",Rome Major Clips,$0.19,$0.14,$0.00,$0.00,$0.00,$0.00,$0.05
4805476,Major Creampie,"All Media Group, LLC",Rome Major Clips,$2.09,$0.07,$0.00,$1.50,$0.00,$0.00,$0.52
4798831,Meeting in the Motel - Sarah Lace,"All Media Group, LLC",Rome Major Clips,$0.10,$0.07,$0.00,$0.00,$0.00,$0.00,$0.03
4785238,Mini Showers,"All Media Group, LLC",Rome Major Clips,$3.70,$0.00,$0.00,$3.00,$0.00,$0.00,$0.70
4805473,Ms Yummy Nurses My Cock,"All Media Group, LLC",Rome Major Clips,$0.12,$0.00,$0.00,$0.00,$0.00,$0.00,$0.12
4769541,Nerding Out with Slymm Goody,"All Media Group, LLC",Rome Major Clips,$0.01,$0.00,$0.00,$0.00,$0.00,$0.00,$0.01
4798854,New Neighbor Pool Smash,"All Media Group, LLC",Rome Major Clips,$0.44,$0.17,$0.00,$0.00,$0.00,$0.00,$0.27
4811912,Party with the Pinay Princess,"All Media Group, LLC",Rome Major Clips,$2.04,$0.00,$0.49,$1.50,$0.00,$0.00,$0.05
4785288,Poolside BBC Massage At Your Service,"All Media Group, LLC",Rome Major Clips,$0.04,$0.00,$0.00,$0.00,$0.00,$0.00,$0.04
4788921,Pulling Up on Thick Red,"All Media Group, LLC",Rome Major Clips,$1.53,$0.00,$0.00,$1.50,$0.00,$0.00,$0.03
4805495,Ready For Valentines With Ava Valentina,"All Media Group, LLC",Rome Major Clips,$0.02,$0.00,$0.00,$0.00,$0.00,$0.00,$0.02
4769517,Sexy New Neighbor Pickup,"All Media Group, LLC",Rome Major Clips,$1.81,$0.04,$0.00,$0.00,$1.57,$0.00,$0.20
4822094,"Taste of Cookie, A","All Media Group, LLC",Rome Major Clips,$0.09,$0.00,$0.00,$0.00,$0.00,$0.00,$0.09
