PAS Object_key,Abr.-Pos,PAS Provider ID,Description PPC,PAS Deal ID,Description ABO,ContProvAssetId,Title,Original Title,Label,Owner,Episode#,Season Title,Transaction,ContFormat,Platform usage,Rep. Startdate,Rep. Enddate,Transaction Date,Clearence Date,Quantity,NetPrice perU (SC),Sales Currency,Netsales (CC),Share,Price per Unit(RS) (CC),Price guarantee (CC),Price settled (CC),35%
1.00009E+11,130,1.00122E+11,Premium-Inhalt,,,VEL_14500,Trans Blowjobs 16 - Oral Experts Edition,Trans Blowjobs 16 - Oral Experts Edition,TSPOV,All Media Group,,,PPC,SD,Erotic Lounge EntertainTV STB,01.03.2025,31.03.2025,13.03.2025,13.03.2025,1,5.03,EUR,5.03,0.20,1.01,0.00,0.13,0.05
1.00009E+11,130,1.00122E+11,Premium-Inhalt,,,VEL_14500,Trans Blowjobs 16 - Oral Experts Edition,Trans Blowjobs 16 - Oral Experts Edition,TSPOV,All Media Group,,,PPC,SD,Erotic Lounge EntertainTV STB,01.03.2025,31.03.2025,14.03.2025,14.03.2025,1,5.03,EUR,5.03,0.20,1.01,0.00,1.17,0.41
1.00009E+11,140,10012150020Y,Premium-Inhalt,,,VEL_14500,Trans Blowjobs 16 - Oral Experts Edition,Trans Blowjobs 16 - Oral Experts Edition,TSPOV,All Media Group,,,DST,HD,Erotic Lounge EntertainTV mobil,01.03.2025,31.03.2025,14.03.2025,14.03.2025,1,8.39,EUR,8.39,0.20,1.68,0.00,0.10,0.04
1.00009E+11,140,10012150020Y,Premium-Inhalt,,,VEL_14500,Trans Blowjobs 16 - Oral Experts Edition,Trans Blowjobs 16 - Oral Experts Edition,TSPOV,All Media Group,,,DST,HD,Erotic Lounge EntertainTV STB,01.03.2025,31.03.2025,14.03.2025,14.03.2025,1,8.39,EUR,8.39,0.20,1.68,0.00,0.10,0.04
1.00009E+11,130,1.00122E+11,Premium-Inhalt,,,VEL_14500,Trans Blowjobs 16 - Oral Experts Edition,Trans Blowjobs 16 - Oral Experts Edition,TSPOV,All Media Group,,,PPC,SD,Erotic Lounge EntertainTV STB,01.03.2025,31.03.2025,14.03.2025,14.03.2025,1,5.03,EUR,5.03,0.20,1.01,0.00,1.68,0.59
1.00009E+11,130,1.00122E+11,Premium-Inhalt,,,VEL_14500,Trans Blowjobs 16 - Oral Experts Edition,Trans Blowjobs 16 - Oral Experts Edition,TSPOV,All Media Group,,,PPC,SD,Erotic Lounge EntertainTV mobil,01.03.2025,31.03.2025,15.03.2025,15.03.2025,1,5.03,EUR,5.03,0.20,1.01,0.00,1.68,0.59
1.00009E+11,140,10012150020Y,Premium-Inhalt,,,VEL_14500,Trans Blowjobs 16 - Oral Experts Edition,Trans Blowjobs 16 - Oral Experts Edition,TSPOV,All Media Group,,,PPC,HD,Erotic Lounge EntertainTV STB,01.03.2025,31.03.2025,17.03.2025,17.03.2025,1,5.87,EUR,5.87,0.20,1.17,0.00,1.01,0.35
1.00009E+11,130,1.00122E+11,Premium-Inhalt,,,VEL_14500,Trans Blowjobs 16 - Oral Experts Edition,Trans Blowjobs 16 - Oral Experts Edition,TSPOV,All Media Group,,,PPC,HD,Erotic Lounge EntertainTV STB,01.03.2025,31.03.2025,17.03.2025,17.03.2025,1,5.87,EUR,5.87,0.20,1.17,0.00,1.01,0.35
1.00009E+11,130,1.00122E+11,Premium-Inhalt,,,VEL_14500,Trans Blowjobs 16 - Oral Experts Edition,Trans Blowjobs 16 - Oral Experts Edition,TSPOV,All Media Group,,,PPC,HD,Erotic Lounge EntertainTV STB,01.03.2025,31.03.2025,17.03.2025,17.03.2025,1,5.87,EUR,5.87,0.20,1.17,0.00,1.01,0.35
1.00009E+11,140,10012150020Y,Premium-Inhalt,,,VEL_14500,Trans Blowjobs 16 - Oral Experts Edition,Trans Blowjobs 16 - Oral Experts Edition,TSPOV,All Media Group,,,PPC,HD,Erotic Lounge EntertainTV STB,01.03.2025,31.03.2025,19.03.2025,19.03.2025,1,5.87,EUR,5.87,0.20,1.17,0.00,1.68,0.59
1.00009E+11,130,1.00122E+11,Premium-Inhalt,,,VEL_14500,Trans Blowjobs 16 - Oral Experts Edition,Trans Blowjobs 16 - Oral Experts Edition,TSPOV,All Media Group,,,PPC,SD,Erotic Lounge EntertainTV STB,01.03.2025,31.03.2025,19.03.2025,19.03.2025,1,5.03,EUR,5.03,0.20,1.01,0.00,1.01,0.35
1.00009E+11,130,1.00122E+11,Premium-Inhalt,,,VEL_12898,Trans Blowjobs 16 - Oral Experts Edition,Trans Blowjobs 16 - Oral Experts Edition,TSPOV,All Media Group,,,PPC,SD,Erotic Lounge EntertainTV STB,01.03.2025,31.03.2025,21.03.2025,21.03.2025,1,5.03,EUR,5.03,0.20,1.01,0.00,1.01,0.35
1.00009E+11,130,1.00122E+11,Premium-Inhalt,,,VEL_12898,Trans Cuties POV Blowjobs,Trans Cuties POV Blowjobs,TSPOV,All Media Group,,,PPC,HD,Erotic Lounge EntertainTV STB,01.03.2025,31.03.2025,06.03.2025,06.03.2025,1,5.87,EUR,5.87,0.20,1.17,0.00,1.17,0.41
1.00009E+11,130,1.00122E+11,Premium-Inhalt,,,VEL_12898,Anal Creampie Lessons 10,Anal Creampie Lessons 10,Vision Films,All Media Group,,,PPC,HD,Erotic Lounge EntertainTV STB,01.03.2025,31.03.2025,20.03.2025,20.03.2025,1,5.87,EUR,5.87,0.20,1.17,0.00,0.10,0.04
1.00009E+11,130,1.00122E+11,Premium-Inhalt,,,VEL_12899,Anal Perfection 13,Anal Perfection 13,Vision Films,All Media Group,,,DST,HD,Erotic Lounge EntertainTV STB,01.03.2025,31.03.2025,26.03.2025,26.03.2025,1,8.39,EUR,8.39,0.20,1.68,0.00,0.13,0.05
1.00009E+11,130,1.00122E+11,Premium-Inhalt,,,VEL_12899,Lubed 12,Lubed 12,Vision Films,All Media Group,,,DST,HD,Erotic Lounge EntertainTV STB,01.03.2025,31.03.2025,19.03.2025,19.03.2025,1,8.39,EUR,8.39,0.20,1.68,0.00,0.13,0.05
1.00009E+11,130,1.00122E+11,Premium-Inhalt,,,VEL_12899,,,,,,,,,,,,,,,,,,,,,,50.45
1.00009E+11,130,1.00122E+11,Premium-Inhalt,,,VEL_12901,,,,,,,,,,,,,,,,,,,,,,
1.00009E+11,130,1.00122E+11,Premium-Inhalt,,,VEL_14219,,,,,,,,,,,,,,,,,,,,,,
1.00009E+11,130,1.00122E+11,Premium-Inhalt,,,VEL_14219,,,,,,,,,,,,,,,,,,,,,,
1.00009E+11,140,10012150020Y,Premium-Inhalt,,,VEL_14219,,,,,,,,,,,,,,,,,,,,,,
1.00009E+11,130,1.00122E+11,Premium-Inhalt,,,VEL_14219,,,,,,,,,,,,,,,,,,,,,,
1.00009E+11,140,10012150020Y,Premium-Inhalt,,,VEL_14219,,,,,,,,,,,,,,,,,,,,,,
1.00009E+11,130,1.00122E+11,Premium-Inhalt,,,VEL_14219,,,,,,,,,,,,,,,,,,,,,,
1.00009E+11,140,10012150020Y,Premium-Inhalt,,,VEL_14219,,,,,,,,,,,,,,,,,,,,,,
1.00009E+11,130,1.00122E+11,Premium-Inhalt,,,VEL_14219,,,,,,,,,,,,,,,,,,,,,,
1.00009E+11,140,10012150020Y,Premium-Inhalt,,,VEL_14219,,,,,,,,,,,,,,,,,,,,,,
1.00009E+11,130,1.00122E+11,Premium-Inhalt,,,VEL_14219,,,,,,,,,,,,,,,,,,,,,,
1.00009E+11,130,1.00122E+11,Premium-Inhalt,,,VEL_14219,,,,,,,,,,,,,,,,,,,,,,
1.00009E+11,130,1.00122E+11,Premium-Inhalt,,,VEL_14219,,,,,,,,,,,,,,,,,,,,,,
1.00009E+11,130,1.00122E+11,Premium-Inhalt,,,VEL_14219,,,,,,,,,,,,,,,,,,,,,,
1.00009E+11,140,10012150020Y,Premium-Inhalt,,,VEL_14219,,,,,,,,,,,,,,,,,,,,,,
1.00009E+11,130,1.00122E+11,Premium-Inhalt,,,VEL_14219,,,,,,,,,,,,,,,,,,,,,,
1.00009E+11,130,1.00122E+11,Premium-Inhalt,,,VEL_14219,,,,,,,,,,,,,,,,,,,,,,
1.00009E+11,130,1.00122E+11,Premium-Inhalt,,,VEL_14219,,,,,,,,,,,,,,,,,,,,,,
1.00009E+11,140,10012150020Y,Premium-Inhalt,,,VEL_14219,,,,,,,,,,,,,,,,,,,,,,
1.00009E+11,130,1.00122E+11,Premium-Inhalt,,,VEL_14219,,,,,,,,,,,,,,,,,,,,,,
1.00009E+11,130,1.00122E+11,Premium-Inhalt,,,VEL_14219,,,,,,,,,,,,,,,,,,,,,,
1.00009E+11,140,10012150020Y,Premium-Inhalt,,,VEL_14219,,,,,,,,,,,,,,,,,,,,,,
1.00009E+11,130,1.00122E+11,Premium-Inhalt,,,VEL_14219,,,,,,,,,,,,,,,,,,,,,,
1.00009E+11,130,1.00122E+11,Premium-Inhalt,,,VEL_14219,,,,,,,,,,,,,,,,,,,,,,
1.00009E+11,130,1.00122E+11,Premium-Inhalt,,,VEL_14219,,,,,,,,,,,,,,,,,,,,,,
1.00009E+11,130,1.00122E+11,Premium-Inhalt,,,VEL_14219,,,,,,,,,,,,,,,,,,,,,,
1.00009E+11,140,10012150020Y,Premium-Inhalt,,,VEL_14219,,,,,,,,,,,,,,,,,,,,,,
1.00009E+11,130,1.00122E+11,Premium-Inhalt,,,VEL_14219,,,,,,,,,,,,,,,,,,,,,,
1.00009E+11,130,1.00122E+11,Premium-Inhalt,,,VEL_14219,,,,,,,,,,,,,,,,,,,,,,
1.00009E+11,130,1.00122E+11,Premium-Inhalt,,,VEL_14219,,,,,,,,,,,,,,,,,,,,,,
1.00009E+11,140,10012150020Y,Premium-Inhalt,,,VEL_14219,,,,,,,,,,,,,,,,,,,,,,
1.00009E+11,140,10012150020Y,Premium-Inhalt,,,VEL_14219,,,,,,,,,,,,,,,,,,,,,,
1.00009E+11,130,1.00122E+11,Premium-Inhalt,,,VEL_14219,,,,,,,,,,,,,,,,,,,,,,
1.00009E+11,130,1.00122E+11,Premium-Inhalt,,,VEL_14219,,,,,,,,,,,,,,,,,,,,,,
1.00009E+11,130,1.00122E+11,Premium-Inhalt,,,VEL_14219,,,,,,,,,,,,,,,,,,,,,,
1.00009E+11,140,10012150020Y,Premium-Inhalt,,,VEL_14219,,,,,,,,,,,,,,,,,,,,,,
1.00009E+11,140,10012150020Y,Premium-Inhalt,,,VEL_14219,,,,,,,,,,,,,,,,,,,,,,
1.00009E+11,130,1.00122E+11,Premium-Inhalt,,,VEL_14219,,,,,,,,,,,,,,,,,,,,,,
1.00009E+11,140,10012150020Y,Premium-Inhalt,,,VEL_14219,,,,,,,,,,,,,,,,,,,,,,
1.00009E+11,130,1.00122E+11,Premium-Inhalt,,,VEL_14219,,,,,,,,,,,,,,,,,,,,,,
1.00009E+11,130,1.00122E+11,Premium-Inhalt,,,VEL_14219,,,,,,,,,,,,,,,,,,,,,,
1.00009E+11,130,1.00122E+11,Premium-Inhalt,,,VEL_14219,,,,,,,,,,,,,,,,,,,,,,
1.00009E+11,130,1.00122E+11,Premium-Inhalt,,,VEL_14219,,,,,,,,,,,,,,,,,,,,,,
1.00009E+11,140,10012150020Y,Premium-Inhalt,,,VEL_14219,,,,,,,,,,,,,,,,,,,,,,
1.00009E+11,130,1.00122E+11,Premium-Inhalt,,,VEL_14219,,,,,,,,,,,,,,,,,,,,,,
1.00009E+11,130,1.00122E+11,Premium-Inhalt,,,VEL_14219,,,,,,,,,,,,,,,,,,,,,,
1.00009E+11,140,10012150020Y,Premium-Inhalt,,,VEL_14219,,,,,,,,,,,,,,,,,,,,,,
1.00009E+11,130,1.00122E+11,Premium-Inhalt,,,VEL_14219,,,,,,,,,,,,,,,,,,,,,,
1.00009E+11,130,1.00122E+11,Premium-Inhalt,,,VEL_14219,,,,,,,,,,,,,,,,,,,,,,
1.00009E+11,130,1.00122E+11,Premium-Inhalt,,,VEL_14219,,,,,,,,,,,,,,,,,,,,,,
1.00009E+11,140,10012150020Y,Premium-Inhalt,,,VEL_14219,,,,,,,,,,,,,,,,,,,,,,
1.00009E+11,140,10012150020Y,Premium-Inhalt,,,VEL_14219,,,,,,,,,,,,,,,,,,,,,,
1.00009E+11,130,1.00122E+11,Premium-Inhalt,,,VEL_14219,,,,,,,,,,,,,,,,,,,,,,
1.00009E+11,130,1.00122E+11,Premium-Inhalt,,,VEL_14219,,,,,,,,,,,,,,,,,,,,,,
1.00009E+11,130,1.00122E+11,Premium-Inhalt,,,VEL_14219,,,,,,,,,,,,,,,,,,,,,,
1.00009E+11,140,10012150020Y,Premium-Inhalt,,,VEL_14219,,,,,,,,,,,,,,,,,,,,,,
1.00009E+11,130,1.00122E+11,Premium-Inhalt,,,VEL_14219,,,,,,,,,,,,,,,,,,,,,,
1.00009E+11,140,10012150020Y,Premium-Inhalt,,,VEL_14219,,,,,,,,,,,,,,,,,,,,,,
1.00009E+11,140,10012150020Y,Premium-Inhalt,,,VEL_14219,,,,,,,,,,,,,,,,,,,,,,
1.00009E+11,140,10012150020Y,Premium-Inhalt,,,VEL_14219,,,,,,,,,,,,,,,,,,,,,,
1.00009E+11,130,1.00122E+11,Premium-Inhalt,,,VEL_14219,,,,,,,,,,,,,,,,,,,,,,
1.00009E+11,140,10012150020Y,Premium-Inhalt,,,VEL_14219,,,,,,,,,,,,,,,,,,,,,,
1.00009E+11,130,1.00122E+11,Premium-Inhalt,,,VEL_14219,,,,,,,,,,,,,,,,,,,,,,
1.00009E+11,130,1.00122E+11,Premium-Inhalt,,,VEL_14219,,,,,,,,,,,,,,,,,,,,,,
1.00009E+11,140,10012150020Y,Premium-Inhalt,,,VEL_14219,,,,,,,,,,,,,,,,,,,,,,
1.00009E+11,130,1.00122E+11,Premium-Inhalt,,,VEL_14219,,,,,,,,,,,,,,,,,,,,,,
1.00009E+11,140,10012150020Y,Premium-Inhalt,,,VEL_14219,,,,,,,,,,,,,,,,,,,,,,
1.00009E+11,130,1.00122E+11,Premium-Inhalt,,,VEL_14219,,,,,,,,,,,,,,,,,,,,,,
1.00009E+11,140,10012150020Y,Premium-Inhalt,,,VEL_14219,,,,,,,,,,,,,,,,,,,,,,
1.00009E+11,130,1.00122E+11,Premium-Inhalt,,,VEL_14219,,,,,,,,,,,,,,,,,,,,,,
1.00009E+11,130,1.00122E+11,Premium-Inhalt,,,VEL_14219,,,,,,,,,,,,,,,,,,,,,,
1.00009E+11,140,10012150020Y,Premium-Inhalt,,,VEL_14219,,,,,,,,,,,,,,,,,,,,,,
1.00009E+11,130,1.00122E+11,Premium-Inhalt,,,VEL_14219,,,,,,,,,,,,,,,,,,,,,,
1.00009E+11,130,1.00122E+11,Premium-Inhalt,,,VEL_14219,,,,,,,,,,,,,,,,,,,,,,
1.00009E+11,140,10012150020Y,Premium-Inhalt,,,VEL_14219,,,,,,,,,,,,,,,,,,,,,,
1.00009E+11,130,1.00122E+11,Premium-Inhalt,,,VEL_14219,,,,,,,,,,,,,,,,,,,,,,
1.00009E+11,130,1.00122E+11,Premium-Inhalt,,,VEL_14219,,,,,,,,,,,,,,,,,,,,,,
1.00009E+11,130,1.00122E+11,Premium-Inhalt,,,VEL_14219,,,,,,,,,,,,,,,,,,,,,,
1.00009E+11,140,10012150020Y,Premium-Inhalt,,,VEL_14219,,,,,,,,,,,,,,,,,,,,,,
1.00009E+11,140,10012150020Y,Premium-Inhalt,,,VEL_14219,,,,,,,,,,,,,,,,,,,,,,
1.00009E+11,140,10012150020Y,Premium-Inhalt,,,VEL_14222,,,,,,,,,,,,,,,,,,,,,,
1.00009E+11,140,10012150020Y,Premium-Inhalt,,,VEL_14222,,,,,,,,,,,,,,,,,,,,,,
1.00009E+11,140,10012150020Y,Premium-Inhalt,,,VEL_14222,,,,,,,,,,,,,,,,,,,,,,
1.00009E+11,130,1.00122E+11,Premium-Inhalt,,,VEL_14222,,,,,,,,,,,,,,,,,,,,,,
1.00009E+11,140,10012150020Y,Premium-Inhalt,,,VEL_14222,,,,,,,,,,,,,,,,,,,,,,
1.00009E+11,140,10012150020Y,Premium-Inhalt,,,VEL_14222,,,,,,,,,,,,,,,,,,,,,,
1.00009E+11,130,1.00122E+11,Premium-Inhalt,,,VEL_14222,,,,,,,,,,,,,,,,,,,,,,
1.00009E+11,130,1.00122E+11,Premium-Inhalt,,,VEL_14222,,,,,,,,,,,,,,,,,,,,,,
1.00009E+11,140,10012150020Y,Premium-Inhalt,,,VEL_12902,,,,,,,,,,,,,,,,,,,,,,
1.00009E+11,140,10012150020Y,Premium-Inhalt,,,,,,,,,,,,,,,,,,,,,,,,,
1.00009E+11,130,1.00122E+11,Premium-Inhalt,,,VEL_14075,,,,,,,,,,,,,,,,,,,,,,
1.00009E+11,130,1.00122E+11,Premium-Inhalt,,,,,,,,,,,,,,,,,,,,,,,,,
1.00009E+11,130,1.00122E+11,Premium-Inhalt,,,,,,,,,,,,,,,,,,,,,,,,,
1.00009E+11,140,10012150020Y,Premium-Inhalt,,,VEL_12904,,,,,,,,,,,,,,,,,,,,,,
1.00009E+11,140,10012150020Y,Premium-Inhalt,,,,,,,,,,,,,,,,,,,,,,,,,
1.00009E+11,140,10012150020Y,Premium-Inhalt,,,VEL_12906,,,,,,,,,,,,,,,,,,,,,,
1.00009E+11,140,10012150020Y,Premium-Inhalt,,,,,,,,,,,,,,,,,,,,,,,,,
1.00009E+11,140,10012150020Y,Premium-Inhalt,,,,,,,,,,,,,,,,,,,,,,,,,
1.00009E+11,130,1.00122E+11,Premium-Inhalt,,,VEL_12907,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
